3531241797	860
3531241821	960
3531241831	1160
3531241880	1060
3531241953	3780
3531241958	1080
3531242012	2060
3531242062	740
3531242189	960
3531242235	4200
3531242263	9660
3531242309	1040
3531242324	5620
3531242374	120
3531242418	520
3531242424	660
3531242428	960
3531242479	2040
3531242523	760
3531242537	3300
3531242622	4740
3531242645	280
3531242649	780
3531242659	500
3531242773	760
3531242813	1420
3531242815	2080
3531242827	140
3531242875	840
3531242965	220
3531243040	800
3531243047	3740
3531243060	5500
3531243133	880
3531243157	440
3531243173	5340
3531243245	1120
3531243261	5760
3531243298	600
3531243325	7240
3531243366	140
3531243456	2440
3531243458	1220
3531243541	720
3531243554	660
3531243626	120
3531243633	1520
3531243652	3080
3531243654	1040
3531243696	1640
3531243721	6780
3531243743	1460
3531243788	140
3531243804	1880
3531243807	120
3531243853	740
3531243941	5660
3531243957	260
3531244091	2800
3531244096	380
3531244131	4020
3531244166	4620
3531244204	1560
3531244252	260
3531244295	19260
3531244298	3240
3531244300	1160
3531244312	2720
3531244371	6100
3531244498	4940
3531244557	840
3531244731	780
3531244787	2660
3531244788	480
3531244872	360
3531244888	4980
3531244899	12340
3531245024	780
3531245033	2200
3531245085	1100
3531245086	1700
3531245108	2760
3531245204	440
3531245237	480
3531245267	19060
3531245298	1880
3531245317	5180
3531245318	1980
3531245327	200
3531245440	420
3531245462	7860
3531245468	2480
3531245470	1780
3531245493	6940
3531245516	2320
3531245532	2280
3531245728	2780
3531245816	4100
3531245872	700
3531245932	4540
3531245981	180
3531246009	4400
3531246009	200
3531246077	1320
3531246091	300
3531246100	6200
3531246116	2180
3531246123	3220
3531246221	920
3531246222	1180
3531246230	500
3531246249	3180
3531246252	2260
3531246330	1200
3531246340	1400
3531246351	1160
3531246364	380
3531246406	100
3531246495	200
3531246547	200
3531246556	280
3531246641	3320
3531246665	420
3531246711	3520
3531246713	4200
3531246760	160
3531246777	1180
3531246813	440
3531246818	1960
3531246916	1420
3531246931	5860
3531246933	1920
3531246976	1740
3531247024	1900
3531247072	1340
3531247133	1360
3531247210	1260
3531247214	3300
3531247215	360
3531247215	260
3531247249	2000
3531247362	740
3531247479	1680
3531247552	5680
